N,P,K,temperature,humidity,ph,rainfall,Year,Area_Harvested,Production,Yield,Crops
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,2022,12371520.0,15000000.0,1212.5,5
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,2023,12926801.0,16400000.0,1268.7,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2004,8786600.0,8728000.0,993.3,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2005,8677100.0,9828000.0,1132.6,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2006,9142000.0,12023000.0,1315.1,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2007,9410000.0,13751000.0,1461.3,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2008,9410000.0,11834000.0,1257.6,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2009,10310000.0,12761000.0,1237.7,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2010,11142000.0,17760000.0,1594.0,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2011,12178000.0,19178000.0,1574.8,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2012,11980000.0,18179000.0,1517.4,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2013,11690000.0,18913000.0,1617.9,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2014,13083000.0,18488000.0,1413.1,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2015,11870000.0,15943000.0,1343.1,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2016,10830000.0,17308000.0,1598.2,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2017,12430000.0,17425000.0,1401.9,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2018,12586000.0,14657000.0,1164.5,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2019,12614000.0,18558000.0,1471.2,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2020,13477000.0,17731050.0,1315.7,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2021,13285890.0,17204000.0,1294.9,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2022,12371520.0,15000000.0,1212.5,5
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,2023,12926801.0,16400000.0,1268.7,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2004,8786600.0,8728000.0,993.3,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2005,8677100.0,9828000.0,1132.6,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2006,9142000.0,12023000.0,1315.1,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2007,9410000.0,13751000.0,1461.3,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2008,9410000.0,11834000.0,1257.6,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2009,10310000.0,12761000.0,1237.7,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2010,11142000.0,17760000.0,1594.0,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2011,12178000.0,19178000.0,1574.8,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2012,11980000.0,18179000.0,1517.4,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2013,11690000.0,18913000.0,1617.9,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2014,13083000.0,18488000.0,1413.1,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2015,11870000.0,15943000.0,1343.1,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2016,10830000.0,17308000.0,1598.2,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2017,12430000.0,17425000.0,1401.9,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2018,12586000.0,14657000.0,1164.5,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2019,12614000.0,18558000.0,1471.2,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2020,13477000.0,17731050.0,1315.7,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2021,13285890.0,17204000.0,1294.9,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2022,12371520.0,15000000.0,1212.5,5
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,2023,12926801.0,16400000.0,1268.7,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2004,8786600.0,8728000.0,993.3,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2005,8677100.0,9828000.0,1132.6,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2006,9142000.0,12023000.0,1315.1,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2007,9410000.0,13751000.0,1461.3,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2008,9410000.0,11834000.0,1257.6,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2009,10310000.0,12761000.0,1237.7,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2010,11142000.0,17760000.0,1594.0,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2011,12178000.0,19178000.0,1574.8,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2012,11980000.0,18179000.0,1517.4,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2013,11690000.0,18913000.0,1617.9,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2014,13083000.0,18488000.0,1413.1,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2015,11870000.0,15943000.0,1343.1,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2016,10830000.0,17308000.0,1598.2,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2017,12430000.0,17425000.0,1401.9,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2018,12586000.0,14657000.0,1164.5,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2019,12614000.0,18558000.0,1471.2,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2020,13477000.0,17731050.0,1315.7,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2021,13285890.0,17204000.0,1294.9,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2022,12371520.0,15000000.0,1212.5,5
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,2023,12926801.0,16400000.0,1268.7,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2004,8786600.0,8728000.0,993.3,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2005,8677100.0,9828000.0,1132.6,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2006,9142000.0,12023000.0,1315.1,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2007,9410000.0,13751000.0,1461.3,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2008,9410000.0,11834000.0,1257.6,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2009,10310000.0,12761000.0,1237.7,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2010,11142000.0,17760000.0,1594.0,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2011,12178000.0,19178000.0,1574.8,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2012,11980000.0,18179000.0,1517.4,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2013,11690000.0,18913000.0,1617.9,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2014,13083000.0,18488000.0,1413.1,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2015,11870000.0,15943000.0,1343.1,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2016,10830000.0,17308000.0,1598.2,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2017,12430000.0,17425000.0,1401.9,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2018,12586000.0,14657000.0,1164.5,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2019,12614000.0,18558000.0,1471.2,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2020,13477000.0,17731050.0,1315.7,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2021,13285890.0,17204000.0,1294.9,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2022,12371520.0,15000000.0,1212.5,5
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,2023,12926801.0,16400000.0,1268.7,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2004,8786600.0,8728000.0,993.3,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2005,8677100.0,9828000.0,1132.6,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2006,9142000.0,12023000.0,1315.1,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2007,9410000.0,13751000.0,1461.3,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2008,9410000.0,11834000.0,1257.6,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2009,10310000.0,12761000.0,1237.7,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2010,11142000.0,17760000.0,1594.0,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2011,12178000.0,19178000.0,1574.8,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2012,11980000.0,18179000.0,1517.4,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2013,11690000.0,18913000.0,1617.9,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2014,13083000.0,18488000.0,1413.1,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2015,11870000.0,15943000.0,1343.1,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2016,10830000.0,17308000.0,1598.2,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2017,12430000.0,17425000.0,1401.9,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2018,12586000.0,14657000.0,1164.5,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2019,12614000.0,18558000.0,1471.2,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2020,13477000.0,17731050.0,1315.7,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2021,13285890.0,17204000.0,1294.9,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2022,12371520.0,15000000.0,1212.5,5
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,2023,12926801.0,16400000.0,1268.7,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2004,8786600.0,8728000.0,993.3,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2005,8677100.0,9828000.0,1132.6,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2006,9142000.0,12023000.0,1315.1,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2007,9410000.0,13751000.0,1461.3,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2008,9410000.0,11834000.0,1257.6,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2009,10310000.0,12761000.0,1237.7,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2010,11142000.0,17760000.0,1594.0,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2011,12178000.0,19178000.0,1574.8,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2012,11980000.0,18179000.0,1517.4,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2013,11690000.0,18913000.0,1617.9,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2014,13083000.0,18488000.0,1413.1,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2015,11870000.0,15943000.0,1343.1,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2016,10830000.0,17308000.0,1598.2,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2017,12430000.0,17425000.0,1401.9,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2018,12586000.0,14657000.0,1164.5,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2019,12614000.0,18558000.0,1471.2,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2020,13477000.0,17731050.0,1315.7,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2021,13285890.0,17204000.0,1294.9,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2022,12371520.0,15000000.0,1212.5,5
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,2023,12926801.0,16400000.0,1268.7,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2004,8786600.0,8728000.0,993.3,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2005,8677100.0,9828000.0,1132.6,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2006,9142000.0,12023000.0,1315.1,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2007,9410000.0,13751000.0,1461.3,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2008,9410000.0,11834000.0,1257.6,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2009,10310000.0,12761000.0,1237.7,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2010,11142000.0,17760000.0,1594.0,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2011,12178000.0,19178000.0,1574.8,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2012,11980000.0,18179000.0,1517.4,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2013,11690000.0,18913000.0,1617.9,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2014,13083000.0,18488000.0,1413.1,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2015,11870000.0,15943000.0,1343.1,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2016,10830000.0,17308000.0,1598.2,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2017,12430000.0,17425000.0,1401.9,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2018,12586000.0,14657000.0,1164.5,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2019,12614000.0,18558000.0,1471.2,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2020,13477000.0,17731050.0,1315.7,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2021,13285890.0,17204000.0,1294.9,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2022,12371520.0,15000000.0,1212.5,5
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,2023,12926801.0,16400000.0,1268.7,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2004,8786600.0,8728000.0,993.3,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2005,8677100.0,9828000.0,1132.6,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2006,9142000.0,12023000.0,1315.1,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2007,9410000.0,13751000.0,1461.3,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2008,9410000.0,11834000.0,1257.6,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2009,10310000.0,12761000.0,1237.7,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2010,11142000.0,17760000.0,1594.0,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2011,12178000.0,19178000.0,1574.8,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2012,11980000.0,18179000.0,1517.4,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2013,11690000.0,18913000.0,1617.9,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2014,13083000.0,18488000.0,1413.1,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2015,11870000.0,15943000.0,1343.1,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2016,10830000.0,17308000.0,1598.2,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2017,12430000.0,17425000.0,1401.9,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2018,12586000.0,14657000.0,1164.5,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2019,12614000.0,18558000.0,1471.2,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2020,13477000.0,17731050.0,1315.7,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2021,13285890.0,17204000.0,1294.9,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2022,12371520.0,15000000.0,1212.5,5
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,2023,12926801.0,16400000.0,1268.7,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2004,8786600.0,8728000.0,993.3,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2005,8677100.0,9828000.0,1132.6,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2006,9142000.0,12023000.0,1315.1,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2007,9410000.0,13751000.0,1461.3,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2008,9410000.0,11834000.0,1257.6,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2009,10310000.0,12761000.0,1237.7,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2010,11142000.0,17760000.0,1594.0,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2011,12178000.0,19178000.0,1574.8,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2012,11980000.0,18179000.0,1517.4,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2013,11690000.0,18913000.0,1617.9,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2014,13083000.0,18488000.0,1413.1,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2015,11870000.0,15943000.0,1343.1,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2016,10830000.0,17308000.0,1598.2,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2017,12430000.0,17425000.0,1401.9,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2018,12586000.0,14657000.0,1164.5,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2019,12614000.0,18558000.0,1471.2,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2020,13477000.0,17731050.0,1315.7,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2021,13285890.0,17204000.0,1294.9,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2022,12371520.0,15000000.0,1212.5,5
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,2023,12926801.0,16400000.0,1268.7,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2004,8786600.0,8728000.0,993.3,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2005,8677100.0,9828000.0,1132.6,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2006,9142000.0,12023000.0,1315.1,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2007,9410000.0,13751000.0,1461.3,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2008,9410000.0,11834000.0,1257.6,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2009,10310000.0,12761000.0,1237.7,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2010,11142000.0,17760000.0,1594.0,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2011,12178000.0,19178000.0,1574.8,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2012,11980000.0,18179000.0,1517.4,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2013,11690000.0,18913000.0,1617.9,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2014,13083000.0,18488000.0,1413.1,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2015,11870000.0,15943000.0,1343.1,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2016,10830000.0,17308000.0,1598.2,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2017,12430000.0,17425000.0,1401.9,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2018,12586000.0,14657000.0,1164.5,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2019,12614000.0,18558000.0,1471.2,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2020,13477000.0,17731050.0,1315.7,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2021,13285890.0,17204000.0,1294.9,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2022,12371520.0,15000000.0,1212.5,5
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,2023,12926801.0,16400000.0,1268.7,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2004,8786600.0,8728000.0,993.3,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2005,8677100.0,9828000.0,1132.6,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2006,9142000.0,12023000.0,1315.1,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2007,9410000.0,13751000.0,1461.3,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2008,9410000.0,11834000.0,1257.6,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2009,10310000.0,12761000.0,1237.7,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2010,11142000.0,17760000.0,1594.0,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2011,12178000.0,19178000.0,1574.8,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2012,11980000.0,18179000.0,1517.4,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2013,11690000.0,18913000.0,1617.9,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2014,13083000.0,18488000.0,1413.1,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2015,11870000.0,15943000.0,1343.1,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2016,10830000.0,17308000.0,1598.2,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2017,12430000.0,17425000.0,1401.9,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2018,12586000.0,14657000.0,1164.5,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2019,12614000.0,18558000.0,1471.2,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2020,13477000.0,17731050.0,1315.7,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2021,13285890.0,17204000.0,1294.9,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2022,12371520.0,15000000.0,1212.5,5
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,2023,12926801.0,16400000.0,1268.7,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2004,8786600.0,8728000.0,993.3,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2005,8677100.0,9828000.0,1132.6,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2006,9142000.0,12023000.0,1315.1,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2007,9410000.0,13751000.0,1461.3,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2008,9410000.0,11834000.0,1257.6,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2009,10310000.0,12761000.0,1237.7,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2010,11142000.0,17760000.0,1594.0,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2011,12178000.0,19178000.0,1574.8,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2012,11980000.0,18179000.0,1517.4,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2013,11690000.0,18913000.0,1617.9,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2014,13083000.0,18488000.0,1413.1,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2015,11870000.0,15943000.0,1343.1,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2016,10830000.0,17308000.0,1598.2,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2017,12430000.0,17425000.0,1401.9,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2018,12586000.0,14657000.0,1164.5,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2019,12614000.0,18558000.0,1471.2,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2020,13477000.0,17731050.0,1315.7,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2021,13285890.0,17204000.0,1294.9,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2022,12371520.0,15000000.0,1212.5,5
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,2023,12926801.0,16400000.0,1268.7,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2004,8786600.0,8728000.0,993.3,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2005,8677100.0,9828000.0,1132.6,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2006,9142000.0,12023000.0,1315.1,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2007,9410000.0,13751000.0,1461.3,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2008,9410000.0,11834000.0,1257.6,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2009,10310000.0,12761000.0,1237.7,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2010,11142000.0,17760000.0,1594.0,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2011,12178000.0,19178000.0,1574.8,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2012,11980000.0,18179000.0,1517.4,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2013,11690000.0,18913000.0,1617.9,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2014,13083000.0,18488000.0,1413.1,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2015,11870000.0,15943000.0,1343.1,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2016,10830000.0,17308000.0,1598.2,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2017,12430000.0,17425000.0,1401.9,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2018,12586000.0,14657000.0,1164.5,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2019,12614000.0,18558000.0,1471.2,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2020,13477000.0,17731050.0,1315.7,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2021,13285890.0,17204000.0,1294.9,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2022,12371520.0,15000000.0,1212.5,5
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,2023,12926801.0,16400000.0,1268.7,5
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,2004,8786600.0,8728000.0,993.3,5
